"shapeid","osm_id","name","highway","waterway","aerialway","barrier","man_made","z_order","other_tags" 
"19582","426670546","William T. Morrissey Boulevard","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""122591"",""maxspeed""=>""35 mph"",""oneway""=>""yes"",""source:maxspeed""=>""massgis"",""width""=>""32.0"""
"19583","426670740","Greenough Boulevard","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""110301"",""oneway""=>""yes"",""width""=>""30.2"""
"19584","426670741","Greenough Boulevard","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""3"",""massgis:way_id""=>""110301"",""oneway""=>""yes"",""turn:lanes""=>""left||right"",""width""=>""30.2"""
"19585","426671710","Galileo Galilei Way","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""turn:lanes""=>""left|"",""width""=>""12.2"""
"19586","426671711","Galileo Galilei Way","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
"19587","426671712","Galileo Galilei Way","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
"19588","426671787","Quincy Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""3"",""massgis:way_id""=>""150196"",""width""=>""14.0"""
"19589","426672447","Cypress Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""massgis:way_id""=>""157198"",""oneway""=>""yes"",""width""=>""15.2"""
"19590","426672448","Harvard Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:way_id""=>""184659"",""turn:lanes:backward""=>""left|through"",""turn:lanes:forward""=>""through|through;right"",""width""=>""24.4"""
"19591","426672449","School Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:way_id""=>""131666"",""turn:lanes:forward""=>""left|"",""width""=>""15.2"""
"19592","426673192","Peabody Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""210303"",""oneway""=>""yes"",""ref""=>""MA 2A"",""width""=>""18.3"""
"19593","426673919","Northampton Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:way_id""=>""179736"",""turn:lanes:forward""=>""|slight_right"",""width""=>""19.5"""
"19594","426673920","Northampton Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""179736"",""width""=>""19.5"""
"19595","426673921","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""massgis:ref""=>""0 N112"",""massgis:way_id""=>""132066"",""width""=>""39.6"""
"19596","426673922","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N112"",""massgis:way_id""=>""132066"",""turn:lanes:forward""=>""left|"",""width""=>""39.6"""
"19597","426679568","Albany Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192482"",""width""=>""24.4"""
"19598","426679569","Albany Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""3"",""lanes:forward""=>""1"",""massgis:way_id""=>""192482"",""turn:lanes:backward""=>""left||"",""width""=>""24.4"""
"19599","426679570","Albany Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192482"",""width""=>""24.4"""
"19600","426679571","Albany Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:way_id""=>""192482"",""turn:lanes:forward""=>""left|"",""width""=>""24.4"""
"19601","426679572","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N112"",""massgis:way_id""=>""132066"",""turn:lanes:forward""=>""|right"",""width""=>""30.2"""
"19602","426679573","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""5"",""lanes:backward""=>""2"",""lanes:forward""=>""3"",""massgis:ref""=>""0 N112"",""massgis:way_id""=>""132066"",""turn:lanes:forward""=>""left||right"",""width""=>""30.2"""
"19603","426679574","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N112"",""massgis:way_id""=>""132066"",""turn:lanes:forward""=>""|right"",""width""=>""30.2"""
"19604","426684157","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""3"",""lanes:backward""=>""2"",""lanes:forward""=>""1"",""massgis:ref""=>""0 N334"",""massgis:way_id""=>""116133"",""turn:lanes:backward""=>""left|"",""width""=>""21.3"""
"19605","426684161","Washington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:ref""=>""0 N334"",""massgis:way_id""=>""116133"",""width""=>""21.3"""
"19606","426691818","Austin Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""145903"",""oneway""=>""yes"",""width""=>""30.5"""
"19607","426691819","Austin Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""145903"",""oneway""=>""yes"",""width""=>""30.5"""
"19608","426691820","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""2"",""massgis:way_id""=>""213652"",""oneway""=>""yes"",""orig_name""=>""Ramp - Rt 1 Sb To Rutherford Avenue"",""ramp""=>""yes"",""start_date""=>""29/10/2004"",""toll""=>""yes"""
"19609","426691821","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""2"",""massgis:way_id""=>""213652"",""oneway""=>""yes"",""orig_name""=>""Ramp - Rt 1 Sb To Rutherford Avenue"",""ramp""=>""yes"",""start_date""=>""29/10/2004"",""toll""=>""yes"""
"19610","426691822","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""2"",""massgis:way_id""=>""213652"",""oneway""=>""yes"",""orig_name""=>""Ramp - Rt 1 Sb To Rutherford Avenue"",""ramp""=>""yes"",""start_date""=>""29/10/2004"",""toll""=>""yes"",""turn:lanes""=>""right|right"""
"19611","426816152","Commonwealth Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""190260"",""oneway""=>""yes"",""ref""=>""MA 30"",""sidewalk""=>""no"",""turn:lanes""=>""|right"",""width""=>""24.4"""
"19612","426828606","Boston University Bridge","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""good"",""lanes""=>""4"",""lanes:backward""=>""3"",""lanes:forward""=>""1"",""massgis:way_id""=>""155374"",""ref""=>""MA 2"",""turn:lanes:backward""=>""||right"",""width""=>""19.5"""
"19613","426828607","Reid Rotary","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""junction""=>""roundabout"",""lanes""=>""1"",""massgis:way_id""=>""182310"",""oneway""=>""yes"",""turn:lanes""=>""left;through"",""width""=>""16.8"""
"19614","426828608","Reid Rotary","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""junction""=>""roundabout"",""lanes""=>""2"",""massgis:way_id""=>""182310"",""oneway""=>""yes"",""width""=>""16.8"""
"19615","426828609","Sidney Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""146515"",""oneway""=>""yes"",""start_date""=>""22/08/2006"",""width""=>""12.2"""
"19616","426828610","Sidney Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""146515"",""oneway""=>""yes"",""start_date""=>""22/08/2006"",""turn:lanes""=>""|right"",""width""=>""12.2"""
"19617","426828611","University Road","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N389"",""massgis:way_id""=>""186736"",""rcn_ref""=>""1"",""width""=>""17.1"""
"19618","426828628","Martin Luther King Jr Boulevard","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:way_id""=>""203056"",""oneway""=>""yes"",""turn:lanes""=>""left||"",""width""=>""36.6"""
"19619","426828629","Warren Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""massgis:way_id""=>""177637"",""oneway""=>""yes"",""width""=>""20.1"""
"19620","426830723","Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""ref""=>""MA 2"",""width""=>""30.2"""
"19621","426830724","Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""ref""=>""MA 2"",""turn:lanes""=>""slight_left|slight_left;through|"",""width""=>""30.2"""
"19622","426831015","Charles Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""fair"",""cycleway""=>""no"",""lanes""=>""4"",""lit""=>""yes"",""massgis:way_id""=>""128853"",""oneway""=>""yes"",""parking:condition:left""=>""ticket"",""parking:lane:left""=>""parallel"",""ref""=>""MA 2;MA 28"",""sidewalk""=>""both"",""surface""=>""asphalt"",""turn:lanes""=>""left|left|right|right"",""width""=>""30.2"""
"19623","426831016","Beacon Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""massgis:ref""=>""0 N406"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""turn:lanes""=>""left|||"",""width""=>""21.6"""
"19624","426831017","Columbus Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N133"",""massgis:way_id""=>""211256"",""oneway""=>""yes"",""turn:lanes""=>""left|"",""width""=>""23.8"""
"19625","426831018","Commonwealth Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""4"",""massgis:way_id""=>""190260"",""oneway""=>""yes"",""ref""=>""MA 2"",""turn:lanes""=>""left|left||"",""width""=>""59.1"""
"19626","426831019","Stuart Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:ref""=>""0 N381"",""massgis:way_id""=>""166933"",""oneway""=>""yes"",""turn:lanes""=>""left||"",""width""=>""20.7"""
"19627","426831020","Tremont Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""massgis:ref""=>""0 N131"",""massgis:way_id""=>""192851"",""oneway""=>""yes"",""turn:lanes""=>""left;through|||through;right"",""width""=>""30.2"""
"19628","426831021","NULL","secondary","NULL","NULL","NULL","NULL","6","""oneway""=>""yes"""
"19629","426831433","Charlesgate East","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N407"",""massgis:way_id""=>""185853"",""oneway""=>""yes"",""turn:lanes""=>""left|"",""width""=>""18.3"""
"19630","426831435","Commonwealth Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""4"",""massgis:way_id""=>""190260"",""oneway""=>""yes"",""ref""=>""MA 2"",""turn:lanes""=>""left|left||"",""width""=>""24.4"""
"19631","426831644","Dalton Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:way_id""=>""179120"",""turn:lanes:forward""=>""left|"",""width""=>""20.4"""
"19632","426839719","River Street","secondary","NULL","NULL","NULL","NULL","26","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""destination""=>""Central Square;Cambridge"",""hazmat""=>""designated"",""layer""=>""1"",""massgis:ref""=>""0 N081"",""massgis:way_id""=>""171102;183685"",""oneway""=>""yes"",""sidewalk""=>""both"",""width""=>""15.5"""
"19633","426840307","Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""186451"",""oneway""=>""yes"",""width""=>""51.8"""
"19634","426840308","Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""186451"",""oneway""=>""yes"",""turn:lanes""=>""left||"",""width""=>""51.8"""
"19635","426842789","North Harvard Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""massgis:way_id""=>""156506"",""sidewalk""=>""both"",""width""=>""17.1"""
"19636","426843087","Brookline Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""massgis:ref""=>""0 N128"",""massgis:way_id""=>""203244"",""width""=>""22.0"""
"19637","426843742","Brookline Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""massgis:ref""=>""0 N128"",""massgis:way_id""=>""203244"",""oneway""=>""yes"",""width""=>""22.0"""
"19638","426843743","Brookline Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""massgis:ref""=>""0 N128"",""massgis:way_id""=>""203244"",""oneway""=>""yes"",""width""=>""22.0"""
"19639","426843745","Brookline Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N128"",""massgis:way_id""=>""203244"",""oneway""=>""yes"",""turn:lanes""=>""|right"",""width""=>""22.0"""
"19640","426843746","Forsyth Way","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""massgis:way_id""=>""159709"",""width""=>""30.2"""
"19641","426844706","Huntington Avenue","primary","NULL","NULL","NULL","NULL","7","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""143124"",""oneway""=>""yes"",""ref""=>""MA 9"",""turn:lanes""=>""left||"",""width""=>""30.2"""
"19642","426844707","Louis Prang Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192667"",""width""=>""13.4"""
"19643","426844708","Louis Prang Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:way_id""=>""192667"",""turn:lanes:forward""=>""left|"",""width""=>""13.4"""
"19644","426850616","Broadway","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:way_id""=>""122420"",""maxspeed""=>""30 mph"",""oneway""=>""yes"",""source:maxspeed""=>""massgis"",""turn:lanes""=>""left|left;through|"""
"19645","426864175","Congress Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:ref""=>""0 N384"",""massgis:way_id""=>""182899"",""oneway""=>""yes"",""turn:lanes""=>""|through|through;right"",""width""=>""30.2"""
"19646","426864180","Hanover Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:way_id""=>""178206"",""turn:lanes:forward""=>""left|"",""width""=>""19.5"""
"19647","426864718","Middlesex Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:way_id""=>""110437"",""turn:lanes:backward""=>""left|"",""width""=>""24.4"""
"19648","426864723","NULL","secondary_link","NULL","NULL","NULL","NULL","6","NULL"
"19649","426867212","Alford Street","trunk_link","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:way_id""=>""122569"",""oneway""=>""yes"",""turn:lanes""=>""through|through|slight_right;right"",""width""=>""45.7"""
"19650","426867213","NULL","primary","NULL","NULL","NULL","NULL","7","""junction""=>""roundabout"",""lanes""=>""4"",""oneway""=>""yes"",""turn:lanes""=>""left||through|through"""
"19651","426870767","Purchase Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway:right""=>""lane"",""hazmat""=>""designated"",""hgv""=>""yes"",""lanes""=>""3"",""massgis:ref""=>""0 N433"",""massgis:way_id""=>""176863"",""oneway""=>""yes"",""source:hgv""=>""MassGIS"",""turn:lanes""=>""left||"",""width""=>""18.3"""
"19652","427498613","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"19653","427498614","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""193208"",""oneway""=>""yes"",""ref""=>""MA 2A"",""width""=>""18.9"""
"19654","427498615","Peabody Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""210303"",""oneway""=>""yes"",""ref""=>""MA 2A"",""width""=>""18.3"""
"19655","427503239","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"19656","427525588","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"19657","427525589","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"19658","427525590","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"19659","427628715","Leo M. Birmingham Parkway","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""4"",""massgis:ref""=>""0 N083"",""massgis:way_id""=>""143729"",""oneway""=>""yes"",""short_name""=>""Birmingham Parkway"",""turn:lanes""=>""left|left|through|right"",""width""=>""38.1"""
"19660","427635743","India Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""history""=>""Retrieved from v1"",""lanes""=>""3"",""massgis:way_id""=>""200558"",""oneway""=>""yes"",""start_date""=>""09/11/2004"",""turn:lanes""=>""left|left|right"""
"19661","427635744","Seaport Boulevard","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""4"",""massgis:ref""=>""0 N380"",""massgis:way_id""=>""154466"",""turn:lanes:backward""=>""through;right|slight_right;right|right"",""width""=>""24.4"""
"19662","427644707","Kneeland Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""2"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N381"",""massgis:way_id""=>""126716"",""turn:lanes:forward""=>""left;slight_left|left;through"",""width""=>""22.0"""
"19663","427644879","Broadway","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""125155"",""oneway""=>""yes"",""turn:lanes""=>""left||right"",""width""=>""18.3"""
"19664","427646272","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""4"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""width""=>""25.6"""
"19665","427646273","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""4"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""width""=>""25.6"""
"19666","428495860","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"19667","429053400","Carlton Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""176518"",""oneway""=>""yes"",""rcn_ref""=>""1"",""ref""=>""MA 2"",""width""=>""15.2"""
"19668","429053401","Commonwealth Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""190260"",""oneway""=>""yes"",""ref""=>""US 20"",""width""=>""47.0"""
"19669","429798209","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"",""footway""=>""sidewalk"""
"19670","430431838","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19671","430431839","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19672","430431840","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19673","430431841","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19674","430431842","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19675","430431843","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19676","430431844","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""46"""
"19677","431062621","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"19678","431265031","NULL","residential","NULL","NULL","NULL","NULL","3","NULL"
"19679","431265033","NULL","secondary","NULL","NULL","NULL","NULL","6","NULL"
"19680","431265035","NULL","secondary","NULL","NULL","NULL","NULL","6","NULL"
"19681","431474023","James Blake Street","secondary","NULL","NULL","NULL","NULL","6","NULL"
"19682","431474590","NULL","secondary","NULL","NULL","NULL","NULL","6","NULL"
"19683","431474591","NULL","primary","NULL","NULL","NULL","NULL","7","NULL"
"19684","432523102","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"19685","432523103","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""sidewalk"""
"19686","432523104","NULL","footway","NULL","NULL","NULL","NULL","0","""crossing""=>""zebra"",""footway""=>""crossing"""
